@relation triGramaTeste
@attribute hoje_a_noite numeric
@attribute atuacao_atuar_de numeric
@attribute gol_logo_inicio numeric
@attribute prisao_preventivo_decretar numeric
@attribute utilizar_bomba_efeito numeric
@attribute bomba_efeito_moral numeric
@attribute morador_morar_de numeric
@attribute segundo_assessoria_imprensa numeric
@attribute meio_assessoria_imprensa numeric
@attribute vaga_vago_em numeric
@attribute com_inscricao_abrir numeric
@attribute postar_espaco_trabalhador numeric
@attribute class {esporte,policia,problema,trabalhador}
@data
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,1,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,1,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,1,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,1,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
1,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,1,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,1,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
1,0,0,0,0,0,0,0,0,0,0,0 esporte
0,1,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
1,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 esporte
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,1,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,1,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,1,1,0,0,0,0,0,0 policia
0,0,0,0,1,1,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,1,1,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
0,0,0,0,0,0,0,0,0,0,0,0 policia
